,SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
1287,167898,7,5,1092.0,4,1454.0,2014-10-24,287458.8,43118.82,330577.62,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1288,168329,4,5,1093.0,4,7260.0,2014-10-27,788898.0,118334.7,907232.7,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1289,168333,7,5,1094.0,4,3785.0,2014-10-27,288599.5,43289.93,331889.43,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1290,168337,4,5,1095.0,4,4177.0,2014-10-27,2238.0,335.7,2573.7,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1291,168340,7,5,1096.0,4,8990.0,2014-10-27,2402.0,360.3,2762.3,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1292,168341,4,7,,4,,2014-10-27,0.0,0.0,-4528325.1,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1293,168342,7,7,,4,,2014-10-27,0.0,0.0,-1642103.88,0.0,2014-10-27,True,7,2014-10-27 09:00:00
1294,168720,4,5,1097.0,4,1967.0,2014-10-28,791856.0,118778.4,910634.4,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1295,168724,7,5,1098.0,4,4999.0,2014-10-28,290442.2,43566.33,334008.53,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1296,169040,4,5,1099.0,4,6380.0,2014-10-29,794280.0,119142.0,913422.0,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1297,169044,7,5,1100.0,4,2470.0,2014-10-29,291582.9,43737.44,335320.34,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1298,169489,4,5,1101.0,4,5964.0,2014-10-30,793248.0,118987.2,912235.2,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1299,169493,7,5,1102.0,4,7606.0,2014-10-30,291645.1,43746.77,335391.87,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1300,169934,4,5,1103.0,4,8502.0,2014-10-31,795912.0,119386.8,915298.8,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1301,169938,7,5,1104.0,4,7337.0,2014-10-31,292750.8,43912.62,336663.42,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1302,170630,4,5,1105.0,4,7239.0,2014-11-03,797820.0,119673.0,917493.0,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1303,170634,7,5,1106.0,4,4039.0,2014-11-03,292919.1,43937.87,336856.97,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1304,170640,4,5,1107.0,4,1281.0,2014-11-03,4014.0,602.1,4616.1,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1305,170643,7,5,1108.0,4,2552.0,2014-11-03,312.5,46.88,359.38,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1306,170644,4,7,,4,,2014-11-03,0.0,0.0,-4573699.5,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1307,170645,7,7,,4,,2014-11-03,0.0,0.0,-1678600.51,0.0,2014-11-03,True,5,2014-11-03 09:00:00
1308,171018,4,5,1109.0,4,8089.0,2014-11-04,803826.0,120573.9,924399.9,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1309,171022,7,5,1110.0,4,5169.0,2014-11-04,293429.2,44014.38,337443.58,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1310,171388,4,5,1111.0,4,4123.0,2014-11-05,807114.0,121067.1,928181.1,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1311,171392,7,5,1112.0,4,886.0,2014-11-05,293724.9,44058.74,337783.64,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1312,171825,4,5,1113.0,4,4065.0,2014-11-06,808578.0,121286.7,929864.7,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1313,171829,7,5,1114.0,4,1225.0,2014-11-06,296265.6,44439.84,340705.44,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1314,172143,4,5,1115.0,4,4680.0,2014-11-07,810414.0,121562.1,931976.1,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1315,172147,7,5,1116.0,4,3807.0,2014-11-07,298375.1,44756.27,343131.37,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1316,172685,4,5,1117.0,4,5242.0,2014-11-10,809814.0,121472.1,931286.1,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1317,172689,7,5,1118.0,4,6229.0,2014-11-10,300000.4,45000.06,345000.46,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1318,172692,4,5,1119.0,4,186.0,2014-11-10,1596.0,239.4,1835.4,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1319,172695,7,5,1120.0,4,8741.0,2014-11-10,2772.5,415.88,3188.38,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1320,172696,4,7,,4,,2014-11-10,0.0,0.0,-4647543.3,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1321,172697,7,7,,4,,2014-11-10,0.0,0.0,-1707252.87,0.0,2014-11-10,True,17,2014-11-10 09:00:00
1322,173021,4,5,1121.0,4,4261.0,2014-11-11,811686.0,121752.9,933438.9,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1323,173025,7,5,1122.0,4,4302.0,2014-11-11,303913.4,45587.01,349500.41,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1324,173422,4,5,1123.0,4,2737.0,2014-11-12,810900.0,121635.0,932535.0,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1325,173426,7,5,1124.0,4,71.0,2014-11-12,303686.6,45552.99,349239.59,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1326,173791,4,5,1125.0,4,1587.0,2014-11-13,813378.0,122006.7,935384.7,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1327,173795,7,5,1126.0,4,6879.0,2014-11-13,305125.2,45768.78,350893.98,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1328,174078,4,5,1127.0,4,9117.0,2014-11-14,813954.0,122093.1,936047.1,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1329,174082,7,5,1128.0,4,4420.0,2014-11-14,304757.9,45713.69,350471.59,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1330,174614,4,5,1129.0,4,1442.0,2014-11-17,817230.0,122584.5,939814.5,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1331,174618,7,5,1130.0,4,2808.0,2014-11-17,307311.1,46096.67,353407.77,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1332,174623,4,5,1131.0,4,7149.0,2014-11-17,1422.0,213.3,1635.3,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1333,174626,7,5,1132.0,4,7699.0,2014-11-17,312.5,46.88,359.38,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1334,174627,4,7,,4,,2014-11-17,0.0,0.0,-4678855.5,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1335,174628,7,7,,4,,2014-11-17,0.0,0.0,-1753872.72,0.0,2014-11-17,True,15,2014-11-17 09:00:00
1336,174863,4,5,1133.0,4,43.0,2014-11-18,819852.0,122977.8,942829.8,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1337,174867,7,5,1134.0,4,4675.0,2014-11-18,308380.4,46257.06,354637.46,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1338,175117,4,5,1135.0,4,8908.0,2014-11-19,821028.0,123154.2,944182.2,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1339,175121,7,5,1136.0,4,775.0,2014-11-19,308978.3,46346.75,355325.05,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1340,175581,4,5,1137.0,4,8943.0,2014-11-20,824244.0,123636.6,947880.6,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1341,175585,7,5,1138.0,4,9905.0,2014-11-20,309605.4,46440.81,356046.21,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1342,175807,4,5,1139.0,4,4641.0,2014-11-21,826806.0,124020.9,950826.9,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1343,175811,7,5,1140.0,4,3518.0,2014-11-21,309430.1,46414.52,355844.62,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1344,176430,4,5,1141.0,4,6801.0,2014-11-24,827022.0,124053.3,951075.3,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1345,176434,7,5,1142.0,4,212.0,2014-11-24,312038.3,46805.75,358844.05,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1346,176438,4,5,1143.0,4,2326.0,2014-11-24,2424.0,363.6,2787.6,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1347,176441,7,5,1144.0,4,7288.0,2014-11-24,1173.6,176.04,1349.64,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1348,176442,4,7,,4,,2014-11-24,0.0,0.0,-4739582.4,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1349,176443,7,7,,4,,2014-11-24,0.0,0.0,-1782047.03,0.0,2014-11-24,True,8,2014-11-24 09:00:00
1350,176844,4,5,1145.0,4,7507.0,2014-11-25,831930.0,124789.5,956719.5,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1351,176848,7,5,1146.0,4,8015.0,2014-11-25,315524.4,47328.66,362853.06,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1352,177123,4,5,1147.0,4,8214.0,2014-11-26,831480.0,124722.0,956202.0,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1353,177127,7,5,1148.0,4,10.0,2014-11-26,316630.1,47494.52,364124.62,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1354,177331,4,5,1149.0,4,5330.0,2014-11-27,830904.0,124635.6,955539.6,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1355,177335,7,5,1150.0,4,3105.0,2014-11-27,318735.8,47810.37,366546.17,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1356,177533,4,5,1151.0,4,7104.0,2014-11-28,832872.0,124930.8,957802.8,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1357,177537,7,5,1152.0,4,8473.0,2014-11-28,321070.1,48160.52,369230.62,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1358,177883,4,5,1153.0,4,562.0,2014-12-01,832248.0,124837.2,957085.2,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1359,177887,7,5,1154.0,4,2758.0,2014-12-01,320510.8,48076.62,368587.42,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1360,177889,4,5,1155.0,4,7678.0,2014-12-01,252.0,37.8,289.8,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1361,177892,7,5,1156.0,4,4648.0,2014-12-01,1250.4,187.56,1437.96,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1362,177893,4,7,,4,,2014-12-01,0.0,0.0,-4783638.9,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1363,177894,7,7,,4,,2014-12-01,0.0,0.0,-1832779.85,0.0,2014-12-01,True,16,2014-12-01 09:00:00
1364,178060,4,5,1157.0,4,5710.0,2014-12-02,831210.0,124681.5,955891.5,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1365,178064,7,5,1158.0,4,8912.0,2014-12-02,321106.9,48166.04,369272.94,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1366,178538,4,5,1159.0,4,6220.0,2014-12-03,833724.0,125058.6,958782.6,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1367,178542,7,5,1160.0,4,431.0,2014-12-03,321953.2,48292.98,370246.18,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1368,178893,4,5,1161.0,4,5977.0,2014-12-04,834972.0,125245.8,960217.8,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1369,178897,7,5,1162.0,4,743.0,2014-12-04,325402.7,48810.41,374213.11,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1370,179097,4,5,1163.0,4,3278.0,2014-12-05,835080.0,125262.0,960342.0,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1371,179101,7,5,1164.0,4,868.0,2014-12-05,324985.9,48747.89,373733.79,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1372,179402,4,5,1165.0,4,9899.0,2014-12-08,835794.0,125369.1,961163.1,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1373,179406,7,5,1166.0,4,5138.0,2014-12-08,325693.4,48854.01,374547.41,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1374,179410,4,5,1167.0,4,6791.0,2014-12-08,2196.0,329.4,2525.4,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1375,179411,4,7,,4,,2014-12-08,0.0,0.0,-4798922.4,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1376,179412,7,7,,4,,2014-12-08,0.0,0.0,-1862013.43,0.0,2014-12-08,True,7,2014-12-08 09:00:00
1377,179855,4,5,1168.0,4,1157.0,2014-12-09,840534.0,126080.1,966614.1,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1378,179859,7,5,1169.0,4,1349.0,2014-12-09,328676.6,49301.49,377978.09,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1379,180182,4,5,1170.0,4,8968.0,2014-12-10,843852.0,126577.8,970429.8,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1380,180186,7,5,1171.0,4,9852.0,2014-12-10,330842.9,49626.44,380469.34,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1381,180558,4,5,1172.0,4,995.0,2014-12-11,845394.0,126809.1,972203.1,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1382,180562,7,5,1173.0,4,7124.0,2014-12-11,331261.5,49689.23,380950.73,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1383,180844,4,5,1174.0,4,322.0,2014-12-12,844566.0,126684.9,971250.9,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1384,180848,7,5,1175.0,4,9674.0,2014-12-12,333592.2,50038.83,383631.03,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1385,181328,4,5,1176.0,4,7276.0,2014-12-15,845016.0,126752.4,971768.4,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1386,181332,7,5,1177.0,4,2349.0,2014-12-15,334365.4,50154.81,384520.21,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1387,181336,4,5,1178.0,4,9751.0,2014-12-15,1464.0,219.6,1683.6,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1388,181338,7,5,1179.0,4,3705.0,2014-12-15,1360.0,204.0,1564.0,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1389,181339,4,7,,4,,2014-12-15,0.0,0.0,-4853949.9,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1390,181340,7,7,,4,,2014-12-15,0.0,0.0,-1909113.4,0.0,2014-12-15,True,8,2014-12-15 09:00:00
1391,181737,4,5,1180.0,4,3919.0,2014-12-16,848682.0,127302.3,975984.3,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1392,181741,7,5,1181.0,4,1077.0,2014-12-16,338449.0,50767.35,389216.35,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1393,182044,4,5,1182.0,4,5629.0,2014-12-17,848790.0,127318.5,976108.5,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1394,182048,7,5,1183.0,4,4094.0,2014-12-17,338504.1,50775.62,389279.72,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1395,182475,4,5,1184.0,4,2134.0,2014-12-18,851892.0,127783.8,979675.8,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1396,182479,7,5,1185.0,4,3470.0,2014-12-18,340862.4,51129.36,391991.76,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1397,182905,4,5,1186.0,4,4117.0,2014-12-19,856356.0,128453.4,984809.4,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1398,182909,7,5,1187.0,4,3399.0,2014-12-19,344795.8,51719.37,396515.17,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1399,183578,4,5,1188.0,4,8168.0,2014-12-22,859344.0,128901.6,988245.6,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1400,183582,7,5,1189.0,4,1271.0,2014-12-22,345760.9,51864.14,397625.04,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1401,183586,4,5,1190.0,4,336.0,2014-12-22,1560.0,234.0,1794.0,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1402,183590,7,5,1191.0,4,9981.0,2014-12-22,1157.0,173.55,1330.55,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1403,183591,4,7,,4,,2014-12-22,0.0,0.0,-4906617.6,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1404,183592,7,7,,4,,2014-12-22,0.0,0.0,-1965958.59,0.0,2014-12-22,True,12,2014-12-22 09:00:00
1405,183805,4,5,1192.0,4,6267.0,2014-12-23,860676.0,129101.4,989777.4,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1406,183809,7,5,1193.0,4,9383.0,2014-12-23,347742.1,52161.32,399903.42,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1407,184210,4,5,1194.0,4,7543.0,2014-12-24,861384.0,129207.6,990591.6,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1408,184214,7,5,1195.0,4,3174.0,2014-12-24,348975.7,52346.36,401322.06,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1409,184566,4,5,1196.0,4,9570.0,2014-12-25,863910.0,129586.5,993496.5,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1410,184570,7,5,1197.0,4,6254.0,2014-12-25,348891.4,52333.71,401225.11,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1411,184969,4,5,1198.0,4,32.0,2014-12-26,865212.0,129781.8,994993.8,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1412,184973,7,5,1199.0,4,4312.0,2014-12-26,349918.7,52487.81,402406.51,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1413,185346,4,5,1200.0,4,5451.0,2014-12-29,865560.0,129834.0,995394.0,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1414,185350,7,5,1201.0,4,4836.0,2014-12-29,349863.7,52479.56,402343.26,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1415,185353,4,5,1202.0,4,3145.0,2014-12-29,672.0,100.8,772.8,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1416,185355,7,5,1203.0,4,6317.0,2014-12-29,192.0,28.8,220.8,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1417,185356,4,7,,4,,2014-12-29,0.0,0.0,-4965026.1,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1418,185357,7,7,,4,,2014-12-29,0.0,0.0,-2007421.16,0.0,2014-12-29,True,12,2014-12-29 09:00:00
1419,185733,4,5,1204.0,4,4918.0,2014-12-30,866496.0,129974.4,996470.4,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1420,185737,7,5,1205.0,4,7228.0,2014-12-30,349986.4,52497.96,402484.36,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1421,186181,4,5,1206.0,4,6141.0,2014-12-31,869448.0,130417.2,999865.2,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1422,186185,7,5,1207.0,4,5942.0,2014-12-31,351127.1,52669.07,403796.17,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1423,186575,4,5,1208.0,4,6262.0,2015-01-01,871344.0,130701.6,1002045.6,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1424,186579,7,5,1209.0,4,7019.0,2015-01-01,350662.8,52599.42,403262.22,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1425,187005,4,5,1210.0,4,5650.0,2015-01-02,875112.0,131266.8,1006378.8,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1426,187009,7,5,1211.0,4,1845.0,2015-01-02,351430.7,52714.61,404145.31,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1427,187383,4,5,1212.0,4,4810.0,2015-01-05,876588.0,131488.2,1008076.2,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1428,187387,7,5,1213.0,4,9743.0,2015-01-05,352148.9,52822.34,404971.24,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1429,187392,4,5,1214.0,4,2137.0,2015-01-05,2118.0,317.7,2435.7,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1430,187393,4,7,,4,,2015-01-05,0.0,0.0,-5015271.9,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1431,187394,7,7,,4,,2015-01-05,0.0,0.0,-2018659.3,0.0,2015-01-05,True,2,2015-01-05 09:00:00
1432,187846,4,5,1215.0,4,6853.0,2015-01-06,880266.0,132039.9,1012305.9,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1433,187850,7,5,1216.0,4,458.0,2015-01-06,351686.2,52752.93,404439.13,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1434,188113,4,5,1217.0,4,517.0,2015-01-07,881220.0,132183.0,1013403.0,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1435,188117,7,5,1218.0,4,5751.0,2015-01-07,353422.9,53013.44,406436.34,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1436,188378,4,5,1219.0,4,9682.0,2015-01-08,883830.0,132574.5,1016404.5,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1437,188382,7,5,1220.0,4,1506.0,2015-01-08,357733.1,53659.97,411393.07,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1438,188705,4,5,1221.0,4,8546.0,2015-01-09,885282.0,132792.3,1018074.3,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1439,188709,7,5,1222.0,4,1357.0,2015-01-09,357969.0,53695.35,411664.35,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1440,189117,4,5,1223.0,4,4035.0,2015-01-12,886644.0,132996.6,1019640.6,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1441,189121,7,5,1224.0,4,3140.0,2015-01-12,357722.2,53658.33,411380.53,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1442,189123,4,5,1225.0,4,4731.0,2015-01-12,768.0,115.2,883.2,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1443,189124,4,7,,4,,2015-01-12,0.0,0.0,-5080711.5,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1444,189125,7,7,,4,,2015-01-12,0.0,0.0,-2045313.42,0.0,2015-01-12,True,20,2015-01-12 09:00:00
1445,189351,4,5,1226.0,4,3559.0,2015-01-13,887526.0,133128.9,1020654.9,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1446,189355,7,5,1227.0,4,957.0,2015-01-13,357793.6,53669.04,411462.64,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1447,189680,4,5,1228.0,4,3011.0,2015-01-14,887982.0,133197.3,1021179.3,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1448,189684,7,5,1229.0,4,8271.0,2015-01-14,360994.3,54149.15,415143.45,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1449,190155,4,5,1230.0,4,6862.0,2015-01-15,890316.0,133547.4,1023863.4,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1450,190159,7,5,1231.0,4,4787.0,2015-01-15,364099.9,54614.99,418714.89,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1451,190417,4,5,1232.0,4,8956.0,2015-01-16,892728.0,133909.2,1026637.2,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1452,190421,7,5,1233.0,4,3679.0,2015-01-16,364056.0,54608.4,418664.4,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1453,190745,4,5,1234.0,4,1835.0,2015-01-19,893268.0,133990.2,1027258.2,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1454,190749,7,5,1235.0,4,1217.0,2015-01-19,364659.2,54698.88,419358.08,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1455,190751,4,5,1236.0,4,8484.0,2015-01-19,1428.0,214.2,1642.2,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1456,190752,4,7,,4,,2015-01-19,0.0,0.0,-5121235.2,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1457,190753,7,7,,4,,2015-01-19,0.0,0.0,-2083343.46,0.0,2015-01-19,True,2,2015-01-19 09:00:00
1458,191225,4,5,1237.0,4,9234.0,2015-01-20,898482.0,134772.3,1033254.3,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1459,191229,7,5,1238.0,4,1366.0,2015-01-20,363540.6,54531.09,418071.69,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1460,191508,4,5,1239.0,4,5763.0,2015-01-21,901950.0,135292.5,1037242.5,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1461,191512,7,5,1240.0,4,9314.0,2015-01-21,363200.6,54480.09,417680.69,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1462,192044,4,5,1241.0,4,2298.0,2015-01-22,903534.0,135530.1,1039064.1,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1463,192048,7,5,1242.0,4,4366.0,2015-01-22,363068.8,54460.32,417529.12,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1464,192378,4,5,1243.0,4,3649.0,2015-01-23,906846.0,136026.9,1042872.9,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1465,192382,7,5,1244.0,4,6391.0,2015-01-23,363891.3,54583.7,418475.0,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1466,192775,4,5,1245.0,4,8079.0,2015-01-26,905814.0,135872.1,1041686.1,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1467,192779,7,5,1246.0,4,9184.0,2015-01-26,366242.0,54936.3,421178.3,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1468,192782,4,5,1247.0,4,9848.0,2015-01-26,1092.0,163.8,1255.8,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1469,192785,7,5,1248.0,4,3421.0,2015-01-26,1882.5,282.38,2164.88,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1470,192786,4,7,,4,,2015-01-26,0.0,0.0,-5195375.7,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1471,192787,7,7,,4,,2015-01-26,0.0,0.0,-2095099.68,0.0,2015-01-26,True,8,2015-01-26 09:00:00
1472,193207,4,5,1249.0,4,1882.0,2015-01-27,908022.0,136203.3,1044225.3,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1473,193211,7,5,1250.0,4,1507.0,2015-01-27,369775.2,55466.28,425241.48,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1474,193689,4,5,1251.0,4,2910.0,2015-01-28,910698.0,136604.7,1047302.7,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1475,193693,7,5,1252.0,4,6506.0,2015-01-28,371667.0,55750.05,427417.05,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1476,194057,4,5,1253.0,4,4425.0,2015-01-29,912384.0,136857.6,1049241.6,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1477,194061,7,5,1254.0,4,7413.0,2015-01-29,372935.2,55940.28,428875.48,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1478,194435,4,5,1255.0,4,9835.0,2015-01-30,915006.0,137250.9,1052256.9,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1479,194439,7,5,1256.0,4,314.0,2015-01-30,374715.6,56207.34,430922.94,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1480,194958,4,5,1257.0,4,164.0,2015-02-02,915414.0,137312.1,1052726.1,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1481,194962,7,5,1258.0,4,1422.0,2015-02-02,374463.5,56169.53,430633.03,0.0,2015-02-02,True,14,2015-02-02 09:00:00
1482,194966,4,5,1259.0,4,1511.0,2015-02-02,1572.0,235.8,1807.8,0.0,2015-02-02,True,14,2015-02-02 09:00:00
